44   10   28   
46   10   28   
48   10   26   
48   10   24   
#

46   10   22   
44   10   22   
42   10   24   
42   10   26   
#

44   10   28   
44   8   28   
46   8   28   
46   10   28   
#

46   8   28   
48   8   26   
48   10   26   
48   8   26   
#

48   8   24   
48   10   24   
48   8   24   
46   8   22   
#

46   10   22   
46   8   22   
44   8   22   
44   10   22   
#

44   8   22   
42   8   24   
42   10   24   
42   8   24   
#

42   8   26   
42   10   26   
42   8   26   
44   8   28   
#

44   10   28   
50   20   20   
50   20   20   
50   20   20   
#

50   20   20   
50   20   20   
50   20   20   
50   20   20   
#

50   20   20   
50   20   20   
50   20   20   
50   20   20   
#

50   20   20   
50   20   20   
50   20   20   
50   20   20   
#

50   20   20   
50   20   20   
50   20   20   
50   20   20   
#

50   20   20   
50   20   20   
50   20   20   
50   20   20   
#

50   20   20   
50   20   20   
50   20   20   
50   20   20   
#

50   20   20   
50   20   20   
50   20   20   
50   20   20   
#

50   20   20   
50   20   20   
50   20   20   
50   20   20   
#

50   20   20   
50   20   20   
50   20   20   
50   20   20   
#

50   20   20   
50   20   20   
50   20   20   
50   20   20   
#

50   20   20   
50   20   20   
50   20   20   
50   20   20   
#

50   20   20   
50   20   20   
50   20   20   
50   20   20   
#

50   20   20   
50   20   20   
50   20   20   
50   20   20   
#

50   20   20   
50   20   20   
50   20   20   
50   20   20   
#

50   20   20   
50   20   20   
50   20   20   
50   20   20   
#

50   20   20   
50   20   20   
50   20   20   
50   20   20   
#

50   20   20   
50   20   20   
50   20   20   
50   20   20   
#

50   20   20   
50   20   20   
50   20   20   
50   20   20   
#

50   20   20   
50   20   20   
50   20   20   
50   20   20   
#

50   20   20   
50   20   20   
50   20   20   
50   20   20   
#

50   20   20   
50   20   20   
50   20   20   
50   20   20   
#

50   20   20   
50   20   20   
50   20   20   
50   20   20   
#

50   20   20   
50   20   20   
50   20   20   
50   20   20   
#

50   20   20   
50   20   20   
50   20   20   
50   20   20   
#

50   20   20   
50   20   20   
50   20   20   
50   20   20   
#

50   20   20   
50   20   20   
50   20   20   
50   20   20   
#

50   20   20   
50   20   20   
50   20   20   
50   20   20   
#

50   20   20   
50   20   20   
50   20   20   
50   20   20   
#

50   20   20   
50   20   20   
50   20   20   
50   20   20   
#

50   20   20   
50   20   20   
50   20   20   
50   20   20   
#

50   20   20   
50   20   20   
50   20   20   
50   20   20   
#

50   20   20   
50   20   20   
50   20   20   
50   20   20   
#

50   20   20   
50   20   20   
50   20   20   
50   20   20   
#

50   20   20   
50   20   20   
50   20   20   
50   20   20   
#

50   20   20   
50   20   20   
50   20   20   
50   20   20   
#

50   20   20   
50   20   20   
50   20   20   
50   20   20   
#

50   20   20   
50   20   20   
50   20   20   
50   20   20   
#

50   20   20   
50   20   20   
50   20   20   
50   20   20   
#

50   20   20   
50   20   20   
50   20   20   
50   20   20   
#

50   20   20   
50   20   20   
50   20   20   
50   20   20   
#

50   20   20   
50   20   20   
