54   10   28   
56   10   28   
58   10   26   
58   10   24   
#

56   10   22   
54   10   22   
52   10   24   
52   10   26   
#

54   10   28   
54   8   28   
56   8   28   
56   10   28   
#

56   8   28   
58   8   26   
58   10   26   
58   8   26   
#

58   8   24   
58   10   24   
58   8   24   
56   8   22   
#

56   10   22   
56   8   22   
54   8   22   
54   10   22   
#

54   8   22   
52   8   24   
52   10   24   
52   8   24   
#

52   8   26   
52   10   26   
52   8   26   
54   8   28   
#

54   10   28   
50   20   20   
50   20   20   
50   20   20   
#

50   20   20   
50   20   20   
50   20   20   
50   20   20   
#

50   20   20   
50   20   20   
50   20   20   
50   20   20   
#

50   20   20   
50   20   20   
50   20   20   
50   20   20   
#

50   20   20   
50   20   20   
50   20   20   
50   20   20   
#

50   20   20   
50   20   20   
50   20   20   
50   20   20   
#

50   20   20   
50   20   20   
50   20   20   
50   20   20   
#

50   20   20   
50   20   20   
50   20   20   
50   20   20   
#

50   20   20   
50   20   20   
50   20   20   
50   20   20   
#

50   20   20   
50   20   20   
50   20   20   
50   20   20   
#

50   20   20   
50   20   20   
50   20   20   
50   20   20   
#

50   20   20   
50   20   20   
50   20   20   
50   20   20   
#

50   20   20   
50   20   20   
50   20   20   
50   20   20   
#

50   20   20   
50   20   20   
50   20   20   
50   20   20   
#

50   20   20   
50   20   20   
50   20   20   
50   20   20   
#

50   20   20   
50   20   20   
50   20   20   
50   20   20   
#

50   20   20   
50   20   20   
50   20   20   
50   20   20   
#

50   20   20   
50   20   20   
50   20   20   
50   20   20   
#

50   20   20   
50   20   20   
50   20   20   
50   20   20   
#

50   20   20   
50   20   20   
50   20   20   
50   20   20   
#

50   20   20   
50   20   20   
50   20   20   
50   20   20   
#

50   20   20   
50   20   20   
50   20   20   
50   20   20   
#

50   20   20   
50   20   20   
50   20   20   
50   20   20   
#

50   20   20   
50   20   20   
50   20   20   
50   20   20   
#

50   20   20   
50   20   20   
50   20   20   
50   20   20   
#

50   20   20   
50   20   20   
50   20   20   
50   20   20   
#

50   20   20   
50   20   20   
50   20   20   
50   20   20   
#

50   20   20   
50   20   20   
50   20   20   
50   20   20   
#

50   20   20   
50   20   20   
50   20   20   
50   20   20   
#

50   20   20   
50   20   20   
50   20   20   
50   20   20   
#

50   20   20   
50   20   20   
50   20   20   
50   20   20   
#

50   20   20   
50   20   20   
50   20   20   
50   20   20   
#

50   20   20   
50   20   20   
50   20   20   
50   20   20   
#

50   20   20   
50   20   20   
50   20   20   
50   20   20   
#

50   20   20   
50   20   20   
50   20   20   
50   20   20   
#

50   20   20   
50   20   20   
50   20   20   
50   20   20   
#

50   20   20   
50   20   20   
50   20   20   
50   20   20   
#

50   20   20   
50   20   20   
50   20   20   
50   20   20   
#

50   20   20   
50   20   20   
50   20   20   
50   20   20   
#

50   20   20   
50   20   20   
50   20   20   
50   20   20   
#

50   20   20   
50   20   20   
50   20   20   
50   20   20   
#

50   20   20   
50   20   20   
