62.8558   34.6791   90   
78.1766   47.5349   130   
52.4651   78.1766   130   
37.1442   65.3209   90   
#

62.8558   34.6791   90   
78.1766   47.5349   50   
52.4651   78.1766   50   
37.1442   65.3209   90   
#

62.8558   34.6791   90   
47.5349   21.8234   50   
21.8234   52.4651   50   
37.1442   65.3209   90   
#

62.8558   34.6791   90   
47.5349   21.8234   130   
21.8234   52.4651   130   
37.1442   65.3209   90   
#

62.8558   34.6791   90   
78.1766   47.5349   130   
52.4651   78.1766   130   
37.1442   65.3209   90   
#

